Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-01 00:00:00-04:00,2.369999885559082,2.440000057220459,2.2100000381469727,2.240000009536743,7244800,0.0,0.0
2024-11-04 00:00:00-05:00,2.200000047683716,2.4600000381469727,2.1700000762939453,2.369999885559082,9180000,0.0,0.0
2024-11-05 00:00:00-05:00,2.3499999046325684,2.380000114440918,2.2899999618530273,2.3499999046325684,3759500,0.0,0.0
2024-11-06 00:00:00-05:00,1.9500000476837158,2.049999952316284,1.6699999570846558,1.7200000286102295,17898300,0.0,0.0
2024-11-07 00:00:00-05:00,1.7400000095367432,1.9700000286102295,1.7300000190734863,1.899999976158142,12333300,0.0,0.0
2024-11-08 00:00:00-05:00,1.600000023841858,1.649999976158142,1.409999966621399,1.590000033378601,14171100,0.0,0.0
2024-11-11 00:00:00-05:00,1.5399999618530273,1.590000033378601,1.4299999475479126,1.590000033378601,7287000,0.0,0.0
2024-11-12 00:00:00-05:00,1.590000033378601,1.7200000286102295,1.559999942779541,1.6399999856948853,6377700,0.0,0.0
2024-11-13 00:00:00-05:00,1.600000023841858,1.6399999856948853,1.409999966621399,1.4199999570846558,7813400,0.0,0.0
2024-11-14 00:00:00-05:00,1.440000057220459,1.5499999523162842,1.440000057220459,1.4900000095367432,5020100,0.0,0.0
2024-11-15 00:00:00-05:00,1.4900000095367432,1.5399999618530273,1.399999976158142,1.4299999475479126,3862400,0.0,0.0
2024-11-18 00:00:00-05:00,1.4199999570846558,1.5299999713897705,1.409999966621399,1.440000057220459,3649000,0.0,0.0
2024-11-19 00:00:00-05:00,1.4199999570846558,1.4700000286102295,1.3899999856948853,1.4299999475479126,3090500,0.0,0.0
2024-11-20 00:00:00-05:00,1.4199999570846558,1.4500000476837158,1.2999999523162842,1.3799999952316284,4825000,0.0,0.0
2024-11-21 00:00:00-05:00,1.3600000143051147,1.4199999570846558,1.3200000524520874,1.3899999856948853,3840100,0.0,0.0
2024-11-22 00:00:00-05:00,1.3899999856948853,1.590000033378601,1.3899999856948853,1.590000033378601,5071900,0.0,0.0
2024-11-25 00:00:00-05:00,1.659999966621399,1.75,1.600000023841858,1.7200000286102295,7190600,0.0,0.0
2024-11-26 00:00:00-05:00,1.7300000190734863,1.7300000190734863,1.5399999618530273,1.590000033378601,3885500,0.0,0.0
2024-11-27 00:00:00-05:00,1.6200000047683716,1.6799999475479126,1.5800000429153442,1.600000023841858,2927100,0.0,0.0
2024-11-29 00:00:00-05:00,1.5700000524520874,1.6799999475479126,1.559999942779541,1.649999976158142,2891600,0.0,0.0
2024-12-02 00:00:00-05:00,1.649999976158142,1.690000057220459,1.5299999713897705,1.5800000429153442,5800200,0.0,0.0
2024-12-03 00:00:00-05:00,1.5399999618530273,1.559999942779541,1.4600000381469727,1.4800000190734863,3314300,0.0,0.0
2024-12-04 00:00:00-05:00,1.4800000190734863,1.5099999904632568,1.4299999475479126,1.4600000381469727,2588200,0.0,0.0
2024-12-05 00:00:00-05:00,1.4500000476837158,1.5700000524520874,1.440000057220459,1.5299999713897705,3160700,0.0,0.0
2024-12-06 00:00:00-05:00,1.5499999523162842,1.559999942779541,1.4900000095367432,1.5499999523162842,2343200,0.0,0.0
2024-12-09 00:00:00-05:00,1.559999942779541,1.659999966621399,1.5,1.5,3194100,0.0,0.0
2024-12-10 00:00:00-05:00,1.5199999809265137,1.5299999713897705,1.4700000286102295,1.4700000286102295,2748500,0.0,0.0
2024-12-11 00:00:00-05:00,1.5399999618530273,1.590000033378601,1.4600000381469727,1.5800000429153442,3618400,0.0,0.0
2024-12-12 00:00:00-05:00,1.559999942779541,1.5700000524520874,1.4800000190734863,1.5099999904632568,3381300,0.0,0.0
2024-12-13 00:00:00-05:00,1.5199999809265137,1.5800000429153442,1.4700000286102295,1.5399999618530273,3042100,0.0,0.0
2024-12-16 00:00:00-05:00,1.5099999904632568,1.5299999713897705,1.4299999475479126,1.5199999809265137,3930200,0.0,0.0
2024-12-17 00:00:00-05:00,1.5099999904632568,1.5800000429153442,1.440000057220459,1.5700000524520874,3672000,0.0,0.0
2024-12-18 00:00:00-05:00,1.559999942779541,1.690000057220459,1.4600000381469727,1.4900000095367432,5148500,0.0,0.0
2024-12-19 00:00:00-05:00,1.5299999713897705,1.5800000429153442,1.4600000381469727,1.4600000381469727,2626900,0.0,0.0
2024-12-20 00:00:00-05:00,1.4600000381469727,1.5399999618530273,1.4500000476837158,1.5199999809265137,3939500,0.0,0.0
2024-12-23 00:00:00-05:00,1.5399999618530273,1.5800000429153442,1.4800000190734863,1.5199999809265137,3243000,0.0,0.0
2024-12-24 00:00:00-05:00,1.5099999904632568,1.559999942779541,1.4700000286102295,1.5099999904632568,2188700,0.0,0.0
2024-12-26 00:00:00-05:00,1.559999942779541,2.0999999046325684,1.559999942779541,2.0399999618530273,25832500,0.0,0.0
2024-12-27 00:00:00-05:00,2.0999999046325684,2.240000009536743,2.0299999713897705,2.0999999046325684,16558400,0.0,0.0
2024-12-30 00:00:00-05:00,2.130000114440918,2.259999990463257,2.069999933242798,2.1700000762939453,17362300,0.0,0.0
2024-12-31 00:00:00-05:00,2.180000066757202,2.299999952316284,2.0,2.0899999141693115,11936800,0.0,0.0
2025-01-02 00:00:00-05:00,2.069999933242798,2.380000114440918,2.059999942779541,2.319999933242798,13497200,0.0,0.0
2025-01-03 00:00:00-05:00,2.490000009536743,2.8499999046325684,2.393899917602539,2.8499999046325684,24761632,0.0,0.0
